Year,State,Obesity_Rate,Education_Level
2013,Oklahoma,33.9,High school graduate
2013,Oklahoma,32.6,Some college or technical school
2013,Oklahoma,37.4,College graduate
2013,Oklahoma,36.1,High school graduate
2013,Oklahoma,34.3,Some college or technical school
2013,Oklahoma,33.3,Less than high school
2013,Oregon,31.4,Less than high school
2013,Oregon,29.2,Some college or technical school
2013,Oregon,31.9,Less than high school
2013,Oregon,34.9,College graduate
2013,Oregon,29.4,High school graduate
2013,Oregon,32.3,High school graduate
2013,Oregon,33.5,Some college or technical school
2013,Pennsylvania,34.2,High school graduate
2013,Pennsylvania,33.1,Some college or technical school
2013,Pennsylvania,35.1,Less than high school
2013,Pennsylvania,32.4,High school graduate
2013,Pennsylvania,32.4,Some college or technical school
2013,Pennsylvania,38.1,College graduate
2013,Pennsylvania,32.4,Less than high school
2013,Puerto Rico,27.1,Some college or technical school
2013,Puerto Rico,39.2,Less than high school
2013,Puerto Rico,28.7,Less than high school
2013,Puerto Rico,39.9,College graduate
2013,Puerto Rico,38.8,High school graduate
2013,Puerto Rico,30.0,High school graduate
2013,Puerto Rico,25.4,College graduate
2013,Puerto Rico,36.9,Some college or technical school
2013,Rhode Island,37.8,High school graduate
2013,Rhode Island,38.6,College graduate
2013,Rhode Island,31.0,Less than high school
2013,Rhode Island,36.3,Some college or technical school
2013,Rhode Island,36.1,Less than high school
2013,Rhode Island,28.9,High school graduate
2013,Rhode Island,29.6,Some college or technical school
2013,South Carolina,32.8,Less than high school
2013,South Carolina,33.9,Some college or technical school
2013,South Carolina,33.7,Some college or technical school
2013,South Carolina,25.4,College graduate
2013,South Carolina,35.3,High school graduate
2013,South Carolina,35.3,Less than high school
2013,South Carolina,32.4,High school graduate
2013,South Carolina,36.8,College graduate
2013,South Dakota,34.6,Some college or technical school
2013,South Dakota,37.0,College graduate
2013,South Dakota,40.2,High school graduate
2013,South Dakota,31.6,Less than high school
2013,South Dakota,27.8,High school graduate
2013,South Dakota,27.6,College graduate
2013,South Dakota,36.7,Less than high school
2013,South Dakota,32.6,Some college or technical school
2013,Tennessee,38.8,College graduate
2013,Tennessee,33.2,Some college or technical school
2013,Tennessee,41.3,Less than high school
2013,Tennessee,28.2,Less than high school
2013,Tennessee,36.9,High school graduate
2013,Tennessee,32.8,Some college or technical school
2013,Tennessee,34.7,High school graduate
2013,Tennessee,27.0,College graduate
2013,Texas,22.9,College graduate
2013,Texas,35.7,Less than high school
2013,Texas,32.3,High school graduate
2013,Texas,29.8,Some college or technical school
2013,Texas,34.0,High school graduate
2013,Texas,37.9,College graduate
2013,Texas,38.7,Less than high school
2013,Texas,35.7,Some college or technical school
2013,National,35.3,High school graduate
2013,National,30.7,High school graduate
2013,National,34.9,Some college or technical school
2013,National,36.9,College graduate
2013,National,34.9,Less than high school
2013,National,34.1,Less than high school
2013,National,29.6,Some college or technical school
2013,Utah,33.8,High school graduate
2013,Utah,26.0,Some college or technical school
2013,Utah,33.5,Some college or technical school
2013,Utah,39.3,Less than high school
2013,Utah,25.4,High school graduate
2013,Utah,36.9,College graduate
2013,Virginia,30.6,Less than high school
2013,Virginia,35.8,Some college or technical school
2013,Virginia,37.5,High school graduate
2013,Virginia,35.7,Less than high school
2013,Virginia,37.7,College graduate
2013,Virginia,31.0,High school graduate
2013,Virginia,28.8,Some college or technical school
2013,Vermont,28.4,High school graduate
2013,Vermont,33.6,Less than high school
2013,Vermont,37.7,Less than high school
2013,Vermont,27.6,Some college or technical school
2013,Vermont,36.8,High school graduate
2013,Vermont,36.8,Some college or technical school
2013,Vermont,37.5,College graduate
2013,Washington,29.5,Less than high school
2013,Washington,29.1,Some college or technical school
2013,Washington,33.5,High school graduate
2013,Washington,34.4,Some college or technical school
2013,Washington,36.4,College graduate
2013,Washington,31.3,High school graduate
2013,Washington,30.5,Less than high school
2013,Wisconsin,37.8,Some college or technical school
2013,Wisconsin,36.2,Less than high school
2013,Wisconsin,23.1,College graduate
2013,Wisconsin,30.3,Some college or technical school
2013,Wisconsin,32.0,High school graduate
2013,Wisconsin,36.8,High school graduate
2013,Wisconsin,31.5,Less than high school
2013,Wisconsin,37.6,College graduate
2013,West Virginia,36.2,Some college or technical school
2013,West Virginia,34.6,High school graduate
2013,West Virginia,31.9,Some college or technical school
2013,West Virginia,36.0,High school graduate
2013,West Virginia,34.9,Less than high school
2013,West Virginia,31.7,College graduate
2013,West Virginia,31.9,Less than high school
2013,West Virginia,35.8,College graduate
2013,Wyoming,34.7,Some college or technical school
2013,Wyoming,30.7,Some college or technical school
2013,Wyoming,38.7,College graduate
2013,Wyoming,27.5,High school graduate
2013,Wyoming,37.6,High school graduate
2013,Wyoming,32.1,Less than high school
2013,Wyoming,35.7,Less than high school
2014,Alaska,36.3,Less than high school
2014,Alaska,32.8,Less than high school
2014,Alaska,28.3,High school graduate
2014,Alaska,34.0,Some college or technical school
2014,Alaska,34.8,High school graduate
2014,Alaska,23.4,College graduate
2014,Alaska,36.4,College graduate
2014,Alaska,34.4,Some college or technical school
2014,Alabama,29.9,Less than high school
2014,Alabama,28.1,College graduate
2014,Alabama,37.6,College graduate
2014,Alabama,35.4,High school graduate
2014,Alabama,34.4,Some college or technical school
2014,Alabama,33.5,Some college or technical school
2014,Alabama,34.8,Less than high school
2014,Alabama,32.7,High school graduate
2014,Arkansas,39.3,College graduate
2014,Arkansas,37.4,Some college or technical school
2014,Arkansas,34.0,High school graduate
2014,Arkansas,35.3,Some college or technical school
2014,Arkansas,28.7,College graduate
2014,Arkansas,38.0,High school graduate
2014,Arkansas,37.0,Less than high school
2014,Arkansas,29.4,Less than high school
2014,Arizona,29.8,High school graduate
2014,Arizona,33.3,Some college or technical school
2014,Arizona,33.7,High school graduate
2014,Arizona,38.6,College graduate
2014,Arizona,32.1,Some college or technical school
2014,Arizona,36.1,Less than high school
2014,Arizona,32.1,Less than high school
2014,California,38.2,High school graduate
2014,California,26.1,Some college or technical school
2014,California,32.3,Some college or technical school
2014,California,33.5,College graduate
2014,California,38.8,Less than high school
2014,California,34.2,Less than high school
2014,California,25.0,High school graduate
2014,Colorado,35.3,High school graduate
2014,Colorado,23.7,Some college or technical school
2014,Colorado,26.3,Less than high school
2014,Colorado,35.0,Some college or technical school
2014,Colorado,23.3,High school graduate
2014,Colorado,38.1,Less than high school
2014,Colorado,37.2,College graduate
2014,Connecticut,35.0,College graduate
2014,Connecticut,28.7,Some college or technical school
2014,Connecticut,39.1,Less than high school
2014,Connecticut,32.2,High school graduate
2014,Connecticut,30.7,Less than high school
2014,Connecticut,29.2,High school graduate
2014,Connecticut,33.0,Some college or technical school
2014,District of Columbia,31.9,College graduate
2014,District of Columbia,32.7,High school graduate
2014,District of Columbia,30.1,High school graduate
2014,District of Columbia,32.1,Some college or technical school
2014,District of Columbia,42.0,Less than high school
2014,District of Columbia,37.5,Less than high school
2014,District of Columbia,27.3,Some college or technical school
2014,Delaware,30.8,Less than high school
2014,Delaware,37.1,Some college or technical school
2014,Delaware,32.7,High school graduate
2014,Delaware,36.4,High school graduate
2014,Delaware,35.1,Less than high school
2014,Delaware,25.2,College graduate
2014,Delaware,33.0,Some college or technical school
2014,Delaware,37.9,College graduate
2014,Florida,34.2,Less than high school
2014,Florida,37.8,College graduate
2014,Florida,29.5,Less than high school
2014,Florida,27.4,High school graduate
2014,Florida,28.1,Some college or technical school
2014,Florida,35.4,High school graduate
2014,Florida,36.2,Some college or technical school
2014,Georgia,37.7,Less than high school
2014,Georgia,25.6,College graduate
2014,Georgia,30.6,Some college or technical school
2014,Georgia,30.8,High school graduate
2014,Georgia,35.3,Some college or technical school
2014,Georgia,34.7,High school graduate
2014,Georgia,36.7,College graduate
2014,Georgia,33.4,Less than high school
2014,Guam,31.5,Less than high school
2014,Guam,27.3,Some college or technical school
2014,Guam,38.0,Some college or technical school
2014,Guam,39.0,College graduate
2014,Guam,33.6,High school graduate
2014,Guam,33.2,Less than high school
2014,Guam,29.3,High school graduate
2014,Hawaii,25.2,High school graduate
2014,Hawaii,23.2,Some college or technical school
2014,Hawaii,36.8,Some college or technical school
2014,Hawaii,35.7,College graduate
2014,Hawaii,35.8,High school graduate
2014,Hawaii,35.3,Less than high school
2014,Iowa,36.7,College graduate
2014,Iowa,37.3,High school graduate
2014,Iowa,31.9,Some college or technical school
2014,Iowa,37.4,Less than high school
2014,Iowa,32.0,Less than high school
2014,Iowa,35.3,Some college or technical school
2014,Iowa,25.0,College graduate
2014,Iowa,32.5,High school graduate
2014,Idaho,38.8,High school graduate
2014,Idaho,34.4,Less than high school
2014,Idaho,30.6,Less than high school
2014,Idaho,24.3,College graduate
2014,Idaho,30.3,Some college or technical school
2014,Idaho,37.3,College graduate
2014,Idaho,28.7,High school graduate
2014,Idaho,36.9,Some college or technical school
2014,Illinois,33.9,Some college or technical school
2014,Illinois,36.1,Less than high school
2014,Illinois,33.0,High school graduate
2014,Illinois,22.0,College graduate
2014,Illinois,35.9,College graduate
2014,Illinois,31.5,Some college or technical school
2014,Illinois,32.3,Less than high school
2014,Indiana,34.9,Less than high school
2014,Indiana,34.2,Some college or technical school
2014,Indiana,34.1,High school graduate
2014,Indiana,29.8,Less than high school
2014,Indiana,27.6,College graduate
2014,Indiana,36.6,College graduate
2014,Indiana,33.8,Some college or technical school
2014,Indiana,33.1,High school graduate
2014,Kansas,33.4,High school graduate
2014,Kansas,32.7,Some college or technical school
2014,Kansas,34.5,Some college or technical school
2014,Kansas,33.7,Less than high school
2014,Kansas,34.0,High school graduate
2014,Kansas,27.4,College graduate
2014,Kansas,31.2,Less than high school
2014,Kansas,36.1,College graduate
2014,Kentucky,28.1,College graduate
2014,Kentucky,31.1,Some college or technical school
2014,Kentucky,36.9,College graduate
2014,Kentucky,33.4,High school graduate
2014,Kentucky,35.2,Less than high school
2014,Kentucky,35.7,Some college or technical school
2014,Kentucky,33.3,High school graduate
2014,Kentucky,33.2,Less than high school
2014,Louisiana,32.2,Less than high school
2014,Louisiana,34.1,High school graduate
2014,Louisiana,35.1,Some college or technical school
2014,Louisiana,36.1,Less than high school
2014,Louisiana,37.1,High school graduate
2014,Louisiana,34.2,College graduate
2014,Louisiana,34.4,Some college or technical school
2014,Louisiana,30.7,College graduate
2014,Massachusetts,26.4,High school graduate
2014,Massachusetts,30.2,Less than high school
2014,Massachusetts,36.6,College graduate
2014,Massachusetts,26.1,Some college or technical school
2014,Massachusetts,35.1,Some college or technical school
2014,Massachusetts,36.1,High school graduate
2014,Massachusetts,32.0,Less than high school
2014,Maryland,37.3,College graduate
2014,Maryland,30.2,Some college or technical school
2014,Maryland,22.9,College graduate
2014,Maryland,32.5,Less than high school
2014,Maryland,35.7,Some college or technical school
2014,Maryland,36.6,Less than high school
2014,Maryland,33.5,High school graduate
2014,Maryland,34.3,High school graduate
2014,Maine,36.0,High school graduate
2014,Maine,30.9,Less than high school
2014,Maine,37.8,Some college or technical school
2014,Maine,22.5,College graduate
2014,Maine,31.3,Less than high school
2014,Maine,31.1,High school graduate
2014,Maine,36.6,College graduate
2014,Maine,28.8,Some college or technical school
2014,Michigan,34.2,High school graduate
2014,Michigan,29.4,Less than high school
2014,Michigan,33.3,Some college or technical school
2014,Michigan,35.5,Less than high school
2014,Michigan,33.6,High school graduate
2014,Michigan,25.2,College graduate
2014,Michigan,37.8,College graduate
2014,Michigan,32.4,Some college or technical school
2014,Minnesota,31.6,Less than high school
2014,Minnesota,29.3,High school graduate
2014,Minnesota,32.4,Less than high school
2014,Minnesota,37.6,College graduate
2014,Minnesota,37.1,High school graduate
2014,Minnesota,30.3,Some college or technical school
2014,Minnesota,36.0,Some college or technical school
2014,Missouri,33.6,High school graduate
2014,Missouri,36.5,College graduate
2014,Missouri,31.4,Less than high school
2014,Missouri,33.7,Less than high school
2014,Missouri,25.2,College graduate
2014,Missouri,37.7,Some college or technical school
2014,Missouri,30.3,Some college or technical school
2014,Missouri,32.7,High school graduate
2014,Mississippi,37.6,College graduate
2014,Mississippi,34.7,Some college or technical school
2014,Mississippi,32.8,Less than high school
2014,Mississippi,37.7,High school graduate
2014,Mississippi,36.2,Some college or technical school
2014,Mississippi,29.4,College graduate
2014,Mississippi,35.6,High school graduate
2014,Mississippi,36.9,Less than high school
2014,Montana,29.5,High school graduate
2014,Montana,37.9,Some college or technical school
2014,Montana,26.1,Some college or technical school
2014,Montana,34.4,Less than high school
2014,Montana,34.9,High school graduate
2014,Montana,38.6,College graduate
2014,Montana,31.5,Less than high school
2014,North Carolina,23.6,College graduate
2014,North Carolina,35.8,College graduate
2014,North Carolina,29.5,Some college or technical school
2014,North Carolina,37.8,Less than high school
2014,North Carolina,34.5,Less than high school
2014,North Carolina,32.7,High school graduate
2014,North Carolina,34.7,High school graduate
2014,North Carolina,36.3,Some college or technical school
2014,North Dakota,38.7,High school graduate
2014,North Dakota,26.9,College graduate
2014,North Dakota,33.0,High school graduate
2014,North Dakota,37.5,College graduate
2014,North Dakota,34.9,Some college or technical school
2014,North Dakota,33.3,Less than high school
2014,North Dakota,35.9,Some college or technical school
2014,North Dakota,31.1,Less than high school
2014,Nebraska,39.7,College graduate
2014,Nebraska,34.9,Less than high school
2014,Nebraska,24.4,College graduate
2014,Nebraska,35.8,High school graduate
2014,Nebraska,31.1,High school graduate
2014,Nebraska,36.5,Less than high school
2014,Nebraska,34.6,Some college or technical school
2014,Nebraska,32.5,Some college or technical school
2014,New Hampshire,33.3,Some college or technical school
2014,New Hampshire,26.3,Less than high school
2014,New Hampshire,30.6,High school graduate
2014,New Hampshire,36.3,High school graduate
2014,New Hampshire,36.4,Less than high school
2014,New Hampshire,38.7,College graduate
2014,New Hampshire,31.3,Some college or technical school
2014,New Jersey,26.3,Some college or technical school
2014,New Jersey,31.8,Less than high school
2014,New Jersey,36.1,Some college or technical school
2014,New Jersey,32.3,High school graduate
2014,New Jersey,35.7,High school graduate
2014,New Jersey,37.4,College graduate
2014,New Jersey,34.7,Less than high school
2014,New Mexico,35.8,Less than high school
2014,New Mexico,33.9,Some college or technical school
2014,New Mexico,28.1,High school graduate
2014,New Mexico,36.3,Less than high school
2014,New Mexico,38.3,College graduate
2014,New Mexico,38.1,High school graduate
2014,New Mexico,29.5,Some college or technical school
2014,New Mexico,22.2,College graduate
2014,Nevada,37.8,Less than high school
2014,Nevada,36.0,Less than high school
2014,Nevada,22.6,College graduate
2014,Nevada,26.2,High school graduate
2014,Nevada,27.4,Some college or technical school
2014,Nevada,33.7,Some college or technical school
2014,Nevada,34.8,College graduate
2014,Nevada,39.3,High school graduate
2014,New York,32.0,Less than high school
2014,New York,33.9,College graduate
2014,New York,28.6,Some college or technical school
2014,New York,33.4,High school graduate
2014,New York,37.4,Less than high school
2014,New York,35.4,Some college or technical school
2014,New York,29.8,High school graduate
2014,Ohio,36.5,Less than high school
2014,Ohio,34.5,Some college or technical school
2014,Ohio,37.0,College graduate
2014,Ohio,33.2,High school graduate
2014,Ohio,25.8,College graduate
2014,Ohio,34.9,Some college or technical school
2014,Ohio,28.8,Less than high school
2014,Ohio,34.2,High school graduate
2014,Oklahoma,38.7,College graduate
2014,Oklahoma,35.7,High school graduate
2014,Oklahoma,30.5,Less than high school
2014,Oklahoma,26.4,College graduate
2014,Oklahoma,34.6,Some college or technical school
2014,Oklahoma,34.5,Some college or technical school
2014,Oklahoma,34.3,High school graduate
2014,Oklahoma,36.3,Less than high school
2014,Oregon,28.8,Less than high school
2014,Oregon,34.8,High school graduate
2014,Oregon,30.2,High school graduate
2014,Oregon,33.0,Less than high school
2014,Oregon,33.4,Some college or technical school
2014,Oregon,31.7,Some college or technical school
2014,Oregon,33.9,College graduate
2014,Pennsylvania,36.5,College graduate
2014,Pennsylvania,34.8,High school graduate
2014,Pennsylvania,34.3,High school graduate
2014,Pennsylvania,35.4,Less than high school
2014,Pennsylvania,30.9,Some college or technical school
2014,Pennsylvania,33.4,Some college or technical school
2014,Pennsylvania,26.7,Less than high school
2014,Puerto Rico,31.4,Less than high school
2014,Puerto Rico,26.8,College graduate
2014,Puerto Rico,28.6,Some college or technical school
2014,Puerto Rico,34.7,Some college or technical school
2014,Puerto Rico,38.1,High school graduate
2014,Puerto Rico,26.6,High school graduate
2014,Puerto Rico,39.2,College graduate
2014,Puerto Rico,37.2,Less than high school
2014,Rhode Island,30.8,High school graduate
2014,Rhode Island,37.1,Some college or technical school
2014,Rhode Island,33.5,High school graduate
2014,Rhode Island,37.2,College graduate
2014,Rhode Island,32.1,Less than high school
2014,Rhode Island,32.7,Less than high school
2014,Rhode Island,27.3,Some college or technical school
2014,South Carolina,35.5,Less than high school
2014,South Carolina,35.7,High school graduate
2014,South Carolina,36.7,College graduate
2014,South Carolina,26.0,College graduate
2014,South Carolina,32.1,Less than high school
2014,South Carolina,33.7,High school graduate
2014,South Carolina,34.5,Some college or technical school
2014,South Carolina,33.1,Some college or technical school
2014,South Dakota,35.0,College graduate
2014,South Dakota,30.2,High school graduate
2014,South Dakota,26.9,College graduate
2014,South Dakota,36.7,High school graduate
2014,South Dakota,30.5,Less than high school
2014,South Dakota,34.7,Less than high school
2014,South Dakota,31.4,Some college or technical school
2014,South Dakota,34.6,Some college or technical school
2014,Tennessee,41.0,College graduate
2014,Tennessee,35.1,Some college or technical school
2014,Tennessee,38.2,Less than high school
2014,Tennessee,36.7,High school graduate
2014,Tennessee,25.5,College graduate
2014,Tennessee,30.9,Some college or technical school
2014,Tennessee,29.3,Less than high school
2014,Tennessee,31.8,High school graduate
2014,Texas,32.6,Some college or technical school
2014,Texas,38.9,Less than high school
2014,Texas,37.9,College graduate
2014,Texas,35.3,High school graduate
2014,Texas,37.4,Less than high school
2014,Texas,33.9,High school graduate
2014,Texas,22.1,College graduate
2014,Texas,35.3,Some college or technical school
2014,National,34.4,Less than high school
2014,National,35.0,High school graduate
2014,National,36.5,College graduate
2014,National,30.2,Some college or technical school
2014,National,34.2,Less than high school
2014,National,31.4,High school graduate
2014,National,34.7,Some college or technical school
2014,Utah,27.0,Some college or technical school
2014,Utah,36.0,College graduate
2014,Utah,32.6,Some college or technical school
2014,Utah,34.1,High school graduate
2014,Utah,26.3,High school graduate
2014,Utah,29.3,Less than high school
2014,Utah,32.4,Less than high school
2014,Utah,22.0,College graduate
2014,Virginia,38.9,College graduate
2014,Virginia,34.1,Some college or technical school
2014,Virginia,32.6,High school graduate
2014,Virginia,31.5,Less than high school
2014,Virginia,34.0,Less than high school
2014,Virginia,30.9,Some college or technical school
2014,Virginia,36.7,High school graduate
2014,Vermont,30.5,High school graduate
2014,Vermont,32.5,Less than high school
2014,Vermont,31.9,Less than high school
2014,Vermont,33.5,Some college or technical school
2014,Vermont,35.1,College graduate
2014,Vermont,25.5,Some college or technical school
2014,Vermont,38.6,High school graduate
2014,Washington,22.6,College graduate
2014,Washington,29.7,High school graduate
2014,Washington,28.1,Some college or technical school
2014,Washington,32.3,Less than high school
2014,Washington,37.6,College graduate
2014,Washington,31.8,Less than high school
2014,Washington,35.7,High school graduate
2014,Washington,36.4,Some college or technical school
2014,Wisconsin,33.2,High school graduate
2014,Wisconsin,33.4,Some college or technical school
2014,Wisconsin,39.0,College graduate
2014,Wisconsin,29.6,Less than high school
2014,Wisconsin,37.1,High school graduate
2014,Wisconsin,33.6,Less than high school
2014,Wisconsin,24.3,College graduate
2014,Wisconsin,35.4,Some college or technical school
2014,West Virginia,30.4,College graduate
2014,West Virginia,36.5,College graduate
2014,West Virginia,35.3,Some college or technical school
2014,West Virginia,35.0,High school graduate
2014,West Virginia,33.9,Some college or technical school
2014,West Virginia,37.2,Less than high school
2014,West Virginia,37.5,High school graduate
2014,West Virginia,29.1,Less than high school
2014,Wyoming,43.3,Less than high school
2014,Wyoming,27.0,High school graduate
2014,Wyoming,31.0,Some college or technical school
2014,Wyoming,35.2,Some college or technical school
2014,Wyoming,25.2,College graduate
2014,Wyoming,35.9,College graduate
2014,Wyoming,34.9,High school graduate
2014,Wyoming,34.3,Less than high school
2015,Alaska,37.9,Some college or technical school
2015,Alaska,30.2,Less than high school
2015,Alaska,36.8,High school graduate
2015,Alaska,33.0,Some college or technical school
2015,Alaska,36.7,Less than high school
2015,Alaska,37.6,College graduate
2015,Alaska,28.4,High school graduate
2015,Alaska,26.7,College graduate
2015,Alabama,34.8,College graduate
2015,Alabama,29.1,College graduate
2015,Alabama,36.5,Some college or technical school
2015,Alabama,37.6,High school graduate
2015,Alabama,32.6,High school graduate
2015,Alabama,34.4,Some college or technical school
2015,Alabama,29.0,Less than high school
2015,Alabama,38.4,Less than high school
2015,Arkansas,33.6,High school graduate
2015,Arkansas,30.9,College graduate
2015,Arkansas,40.1,College graduate
2015,Arkansas,35.3,High school graduate
2015,Arkansas,36.2,Less than high school
2015,Arkansas,34.2,Some college or technical school
2015,Arkansas,36.9,Some college or technical school
2015,Arkansas,29.7,Less than high school
2015,Arizona,37.5,Less than high school
2015,Arizona,28.2,High school graduate
2015,Arizona,35.5,Some college or technical school
2015,Arizona,39.0,High school graduate
2015,Arizona,34.0,Less than high school
2015,Arizona,38.2,College graduate
2015,Arizona,30.3,Some college or technical school
2015,California,25.3,Some college or technical school
2015,California,35.6,Some college or technical school
2015,California,26.6,High school graduate
2015,California,39.5,Less than high school
2015,California,33.9,Less than high school
2015,California,35.6,High school graduate
2015,California,35.0,College graduate
2015,Colorado,22.5,High school graduate
2015,Colorado,36.6,College graduate
2015,Colorado,37.2,Some college or technical school
2015,Colorado,28.8,Less than high school
2015,Colorado,35.3,High school graduate
2015,Colorado,35.3,Less than high school
2015,Connecticut,26.0,Some college or technical school
2015,Connecticut,35.4,Some college or technical school
2015,Connecticut,34.5,Less than high school
2015,Connecticut,28.9,High school graduate
2015,Connecticut,36.6,High school graduate
2015,Connecticut,36.7,College graduate
2015,Connecticut,36.8,Less than high school
2015,District of Columbia,28.8,Some college or technical school
2015,District of Columbia,30.2,High school graduate
2015,District of Columbia,31.5,Some college or technical school
2015,District of Columbia,31.2,Less than high school
2015,District of Columbia,40.3,Less than high school
2015,District of Columbia,31.0,High school graduate
2015,District of Columbia,33.2,College graduate
2015,Delaware,31.4,High school graduate
2015,Delaware,38.5,College graduate
2015,Delaware,34.8,Less than high school
2015,Delaware,38.9,High school graduate
2015,Delaware,34.9,Some college or technical school
2015,Delaware,29.2,Some college or technical school
2015,Delaware,25.6,College graduate
2015,Delaware,36.1,Less than high school
2015,Florida,36.8,High school graduate
2015,Florida,28.3,Some college or technical school
2015,Florida,38.4,College graduate
2015,Florida,39.7,Less than high school
2015,Florida,28.7,Less than high school
2015,Florida,35.7,Some college or technical school
2015,Florida,29.0,High school graduate
2015,Georgia,24.4,College graduate
2015,Georgia,33.0,Some college or technical school
2015,Georgia,33.6,Less than high school
2015,Georgia,34.5,Less than high school
2015,Georgia,35.3,High school graduate
2015,Georgia,32.4,High school graduate
2015,Georgia,36.7,College graduate
2015,Guam,26.4,College graduate
2015,Guam,36.4,College graduate
2015,Guam,35.0,Less than high school
2015,Guam,38.9,Some college or technical school
2015,Guam,34.4,High school graduate
2015,Guam,29.7,Less than high school
2015,Guam,28.8,Some college or technical school
2015,Guam,36.4,High school graduate
2015,Hawaii,35.2,High school graduate
2015,Hawaii,35.4,Some college or technical school
2015,Hawaii,28.9,Less than high school
2015,Hawaii,32.0,Less than high school
2015,Hawaii,24.8,High school graduate
2015,Hawaii,22.7,Some college or technical school
2015,Hawaii,34.0,College graduate
2015,Iowa,26.6,College graduate
2015,Iowa,33.4,Less than high school
2015,Iowa,36.7,College graduate
2015,Iowa,33.1,Some college or technical school
2015,Iowa,33.5,Some college or technical school
2015,Iowa,36.3,Less than high school
2015,Iowa,34.0,High school graduate
2015,Iowa,34.5,High school graduate
2015,Idaho,32.8,Less than high school
2015,Idaho,29.6,High school graduate
2015,Idaho,38.0,College graduate
2015,Idaho,30.1,Some college or technical school
2015,Idaho,37.6,Some college or technical school
2015,Idaho,23.0,College graduate
2015,Idaho,35.5,High school graduate
2015,Idaho,34.4,Less than high school
2015,Illinois,33.4,Some college or technical school
2015,Illinois,23.5,College graduate
2015,Illinois,38.0,College graduate
2015,Illinois,35.6,Some college or technical school
2015,Illinois,34.0,Less than high school
2015,Illinois,34.9,High school graduate
2015,Illinois,32.5,Less than high school
2015,Illinois,33.4,High school graduate
2015,Indiana,26.1,Less than high school
2015,Indiana,32.7,High school graduate
2015,Indiana,41.3,Less than high school
2015,Indiana,26.5,College graduate
2015,Indiana,35.3,High school graduate
2015,Indiana,37.9,College graduate
2015,Indiana,33.7,Some college or technical school
2015,Indiana,32.3,Some college or technical school
2015,Kansas,34.5,Some college or technical school
2015,Kansas,32.7,Some college or technical school
2015,Kansas,33.4,High school graduate
2015,Kansas,30.0,College graduate
2015,Kansas,39.3,Less than high school
2015,Kansas,33.5,Less than high school
2015,Kansas,35.7,College graduate
2015,Kansas,36.4,High school graduate
2015,Kentucky,29.0,Less than high school
2015,Kentucky,36.4,Less than high school
2015,Kentucky,31.5,Some college or technical school
2015,Kentucky,36.7,College graduate
2015,Kentucky,33.0,High school graduate
2015,Kentucky,35.9,High school graduate
2015,Kentucky,30.6,College graduate
2015,Kentucky,35.0,Some college or technical school
2015,Louisiana,35.2,Some college or technical school
2015,Louisiana,40.2,Less than high school
2015,Louisiana,34.9,College graduate
2015,Louisiana,28.4,Less than high school
2015,Louisiana,34.0,Some college or technical school
2015,Louisiana,33.5,High school graduate
2015,Louisiana,39.2,High school graduate
2015,Louisiana,29.1,College graduate
2015,Massachusetts,34.2,Some college or technical school
2015,Massachusetts,34.8,Less than high school
2015,Massachusetts,26.5,Some college or technical school
2015,Massachusetts,33.5,Less than high school
2015,Massachusetts,27.5,High school graduate
2015,Massachusetts,36.8,College graduate
2015,Massachusetts,35.5,High school graduate
2015,Maryland,39.1,College graduate
2015,Maryland,29.9,Some college or technical school
2015,Maryland,35.3,Less than high school
2015,Maryland,33.0,High school graduate
2015,Maryland,35.7,Some college or technical school
2015,Maryland,34.2,High school graduate
2015,Maryland,35.9,Less than high school
2015,Maine,36.3,Less than high school
2015,Maine,38.7,College graduate
2015,Maine,35.7,High school graduate
2015,Maine,35.7,Some college or technical school
2015,Maine,32.4,Less than high school
2015,Maine,34.1,High school graduate
2015,Maine,31.7,Some college or technical school
2015,Michigan,25.9,College graduate
2015,Michigan,31.8,Less than high school
2015,Michigan,33.2,High school graduate
2015,Michigan,36.9,College graduate
2015,Michigan,34.9,Some college or technical school
2015,Michigan,32.1,Some college or technical school
2015,Michigan,34.2,High school graduate
2015,Michigan,36.6,Less than high school
2015,Minnesota,30.3,Less than high school
2015,Minnesota,37.4,College graduate
2015,Minnesota,27.0,Some college or technical school
2015,Minnesota,33.4,Less than high school
2015,Minnesota,36.4,Some college or technical school
2015,Minnesota,28.8,High school graduate
2015,Minnesota,37.4,High school graduate
2015,Missouri,34.5,High school graduate
2015,Missouri,33.5,Some college or technical school
2015,Missouri,32.6,Some college or technical school
2015,Missouri,32.7,High school graduate
2015,Missouri,30.0,Less than high school
2015,Missouri,28.7,College graduate
2015,Missouri,38.5,Less than high school
2015,Missouri,35.8,College graduate
2015,Mississippi,37.9,College graduate
2015,Mississippi,30.9,College graduate
2015,Mississippi,38.2,Less than high school
2015,Mississippi,33.1,Less than high school
2015,Mississippi,35.0,High school graduate
2015,Mississippi,37.2,Some college or technical school
2015,Mississippi,32.9,Some college or technical school
2015,Montana,24.6,High school graduate
2015,Montana,37.9,Some college or technical school
2015,Montana,38.9,Less than high school
2015,Montana,38.4,College graduate
2015,Montana,25.8,Some college or technical school
2015,Montana,35.6,High school graduate
2015,Montana,27.5,Less than high school
2015,North Carolina,30.7,Some college or technical school
2015,North Carolina,22.3,College graduate
2015,North Carolina,35.2,High school graduate
2015,North Carolina,36.8,Less than high school
2015,North Carolina,35.7,Some college or technical school
